ID,Conversion_familia,Conversion_genero,Conversion_Tipo,Conversion_color
123147,Papaveraceae,Argemone,Arbusto,Amarilla
127641,Polygonaceae,Polygonum,Árbol,Blanca
103071,Acanthaceae,Ruellia,Árbol,Blanca
95344,Apocynaceae,Asclepias,Arbusto,Blanca
98712,Apocynaceae,Sarcostemma,Arbusto,Blanca
93015,Nyctaginaceae,Mirabilis,Arbusto,Amarilla
83215,Cactaceae,Cochemiea,Arbusto,Roja
96213,Apocynaceae,Asclepias,Arbusto,Blanca
80136,Amaranthaceae,Atriplex,Arbusto,Blanca
88832,Cactaceae,Opuntia,Arbusto,Amarilla
138703,Solanaceae,Nicotiana,Arbusto,Rosa
81069,Amaranthaceae,Celosia,Arbusto,Blanca
140676,Solanaceae,Solanum,Árbol,Verde
122739,Onagraceae,Oenothera ,Arbusto,Amarilla
7924,Cyperaceae,Cyperus,Árbol,Amarillenta
72630,Boraginaceae,Amsinckia,Árbol,Amarilla
125166,Plantaginaceae,Russelia,Árbol,Blanca
8109,Cyperaceae,Cyperus,Árbol,Amarillenta
93841,Portulacaceae,Portulaca,Árbol,Blanca
9046,Cyperaceae,Fimbristylis,Árbol,Verdosa
128907,Rhamnaceae,Ceanothus,Árbol,Blanca
73358,Boraginaceae,Cryptantha,Árbol,Blanca
83532,Cactaceae,Cylindropuntia,Arbusto,Amarilla
114816,Euphorbiaceae,Euphorbia,Árbol,Blanca
139922,Solanaceae,Solanum,Arbusto,Rosa
138052,Solanaceae,Lycium,Arbusto,Rosa
122966,Onagraceae,Oenothera ,Árbol,Amarilla
100636,Acanthaceae,Dicliptera,Árbol,Rosa
112219,Euphorbiaceae,Euphorbia,Árbol,Blanca
105195,Lamiaceae,Salvia,Árbol,Violeta
139138,Solanaceae,Nicotiana,Árbol,Rosa
104927,Lamiaceae,Salvia,Arbusto,Azul
132486,Rubiaceae,Mitracarpus,Arbusto,Blanca
101962,Acanthaceae,Justicia,Árbol,Blanca
129540,Rhamnaceae,Karwinskia,Árbol,Blanca
87880,Cactaceae,Neobuxbaumia,Arbusto,Blanca
131635,Rubiaceae,Bouvardia,Árbol,Blanca
117607,Phyllanthaceae,Phyllanthus,Árbol,Azul
11420,Zosteraceae,Zostera,Árbol,Blanca
123886,Plantaginaceae,Bacopa,Árbol,Azul
122722,Onagraceae,Oenothera ,Arbusto,Amarilla
131234,Rosaceae,Vauquelinia,Árbol,Blanca
74260,Boraginaceae,Hackelia,Árbol,Azul
125540,Polygalaceae,Polygala,Arbusto,Blanca
94501,Apocynaceae,Asclepias,Arbusto,Morada
114633,Euphorbiaceae,Euphorbia,Árbol,Blanca
135308,Rutaceae,Decatropis,Arbusto,Amarillenta
92467,Nyctaginaceae,Boerhavia,Arbusto,Amarilla
4193,Asparagaceae,Manfreda,Árbol,Amarillenta
78033,Achatocarpaceae,Phaulothamnus,Arbusto,Amarilla
79303,Amaranthaceae,Amaranthus,Árbol,Verde
2628,Asparagaceae,Agave,Árbol,Amarillenta
124981,Plantaginaceae,Plantago,Árbol,Blanca
104602,Lamiaceae,Marrubium,Árbol,Blanca
133575,Anacardiaceae,Pachycormus,Árbol,Crema
104833,Lamiaceae,Salvia,Arbusto,Amarilla
96108,Apocynaceae,Asclepias,Arbusto,Blanca
100239,Acanthaceae,Carlowrightia,Árbol,Morada
120510,Malvaceae,Malvella,Árbol,Blanca
102671,Acanthaceae,Ruellia,Árbol,Blanca
139837,Solanaceae,Physalis,Arbusto,Rosa
83632,Cactaceae,Cylindropuntia,Arbusto,Amarilla
5670,Bromeliaceae,Tillandsia,Árbol,Morada
6012,Bromeliaceae,Tillandsia,Árbol,Morada
4348,Asparagaceae,Nolina,Árbol,Amarilla
2366,Asparagaceae,Agave,Árbol,Amarillenta
91363,Cactaceae,Stenocereus,Arbusto,Blanca
95365,Apocynaceae,Asclepias,Arbusto,Blanca
76524,Brassicaceae,Draba,Árbol,Blanca
88757,Cactaceae,Opuntia,Arbusto,Amarilla
5167,Bromeliaceae,Hechtia,Árbol,Amarillenta
101735,Acanthaceae,Justicia,Árbol,Blanca
95608,Apocynaceae,Asclepias,Árbol,Blanca
121980,Onagraceae,Camissonia,Arbusto,Amarilla
121131,Malvaceae,Sphaeralcea,Árbol,Violeta
84954,Cactaceae,Echinocereus,Arbusto,Magenta
89566,Cactaceae,Opuntia,Arbusto,Amarilla
136168,Zygophyllaceae,Fagonia,Arbusto,Rosa
82484,Amaranthaceae,Iresine,Arbusto,Blanca
131870,Rubiaceae,Galium,Arbusto,Blanca
103107,Acanthaceae,Ruellia,Árbol,Blanca
133871,Anacardiaceae,Pseudosmodingium,Árbol,Blanca
122488,Onagraceae,Oenothera,Arbusto,Amarilla
82063,Amaranthaceae,Iresine,Árbol,Blanca
110736,Euphorbiaceae,Croton,Arbusto,Blanca
45038,Araliaceae,Aralia,Arbusto,Blanca
126149,Polygalaceae,Polygala,Árbol,Blanca
122550,Onagraceae,Oenothera,Árbol,Amarilla
73810,Boraginaceae,Cryptantha,Árbol,Blanca
75020,Boraginaceae,Heliotropium,Árbol,Blanca
108968,Scrophulariaceae,Leucophyllum,Arbusto,Lila
89176,Cactaceae,Opuntia,Arbusto,Amarilla
88115,Cactaceae,Opuntia,Arbusto,Amarilla
89699,Cactaceae,Opuntia,Árbol,Rosa
119265,Malvaceae,Heliocarpus,Árbol,Roja
139064,Solanaceae,Nicotiana,Árbol,Rosa
85486,Cactaceae,Ferocactus,Arbusto,Amarilla
79222,Amaranthaceae,Amaranthus,Árbol,Blanco amarillenta
102679,Acanthaceae,Ruellia,Árbol,Blanca
113929,Euphorbiaceae,Euphorbia,Árbol,Blanca
112237,Euphorbiaceae,Euphorbia,Árbol,Blanca
92010,Nyctaginaceae,Acleisanthes,Árbol,Amarilla
94350,Apocynaceae,Apocynum,Arbusto,Blanca
120810,Malvaceae,Sida,Árbol,Blanca
9173,Cyperaceae,Isolepis,Árbol,Verdosa
643,Arecaceae,Washingtonia,Árbol,Crema
77883,Brassicaceae,Tropidocarpum,Árbol,Amarilla
118739,Malvaceae,Allowissadula,Arbusto,Amarilla
77811,Brassicaceae,Synthlipsis,Árbol,Blanca
127849,Primulaceae,Dodecatheon,Arbusto,Blanca
141183,Ulmaceae,Aphananthe,Árbol,Violeta
81838,Amaranthaceae,Gomphrena,Árbol,Blanca
79462,Amaranthaceae,Atriplex,Arbusto,Verde
43991,Selaginellaceae,Selaginella,Árbol,Blanca
104157,Lamiaceae,Hyptis,Arbusto,Violeta
8462,Cyperaceae,Cyperus,Árbol,Amarillenta
3062,Asparagaceae,Agave,Árbol,Amarillenta
109210,Scrophulariaceae,Leucophyllum,Árbol,Lila
126191,Polygonaceae,Antigonon,Arbusto,Blanca
77732,Brassicaceae,Sphaerocardamum,Árbol,Blanca
74701,Boraginaceae,Heliotropium,Árbol,Blanca
77700,Brassicaceae,Sisymbrium,Árbol,Amarilla
114953,Euphorbiaceae,Euphorbia,Árbol,Blanca
90595,Cactaceae,Opuntia,Arbusto,Amarilla
117234,Passifloraceae,Passiflora,Arbusto,Ausente
122086,Onagraceae,Epilobium,Árbol,Amarilla
83105,Cactaceae,Cephalocereus,Árbol,Blanca
117641,Salicaceae,Neopringlea,Arbusto,Lavanda
3250,Asparagaceae,Asparagus,Árbol,Amarillenta
133306,Anacardiaceae,Cyrtocarpa,Árbol,Blanca
86521,Cactaceae,Mammillaria,Arbusto,Blanca
10097,Iridaceae,Sisyrinchium,Árbol,Morada
127147,Polygonaceae,Eriogonum,Árbol,Blanca
104389,Lamiaceae,Hyptis,Arbusto,Violeta
130233,Rhamnaceae,Ziziphus,Arbusto,Blanca
117150,Passifloraceae,Passiflora,Arbusto,Ausente
135175,Rutaceae,Casimiroa,Árbol,Verde
74849,Boraginaceae,Heliotropium,Árbol,Blanca
78853,Amaranthaceae,Amaranthus,Árbol,Blanco amarillenta
127536,Polygonaceae,Harfordia,Árbol,Blanca
10814,Orchidaceae,Ponthieva,Árbol,Amarilla
3350,Asparagaceae,Beaucarnea,Árbol,Amarilla
123031,Onagraceae,Xylonagra,Árbol,Amarilla
76245,Brassicaceae,Boechera,Árbol,Morada
4839,Asparagaceae,Yucca,Árbol,Amarillenta
81598,Amaranthaceae,Froelichia,Árbol,Blanca
101597,Acanthaceae,Justicia,Árbol,Rosa
43989,Selaginellaceae,Selaginella,Árbol,Blanca
102273,Acanthaceae,Justicia,Árbol,Blanca
100987,Acanthaceae,Elytraria,Árbol,Blanca
102140,Acanthaceae,Justicia,Árbol,Anaranjadas
136589,Polemoniaceae,Gilia,Árbol,Rosa
82965,Cactaceae,Acanthocereus,Arbusto,Blanca
95526,Apocynaceae,Asclepias,Arbusto,Blanca
119268,Malvaceae,Heliocarpus,Árbol,Blanca
111196,Euphorbiaceae,Croton,Arbusto,Blanca
123243,Papaveraceae,Argemone,Arbusto,Amarilla
101277,Acanthaceae,Holographis,Árbol,Rosa
82096,Amaranthaceae,Iresine,Árbol,Blanca
74241,Boraginaceae,Eucrypta,Arbusto,Lila
122959,Onagraceae,Oenothera ,Árbol,Amarilla
125036,Plantaginaceae,Plantago,Árbol,Blanca
136425,Zygophyllaceae,Viscainoa,Arbusto,Blanca
45111,Araliaceae,Aralia,Arbusto,Blanca
44160,Selaginellaceae,Selaginella,Árbol,Blanca
111811,Euphorbiaceae,Ditaxis,Árbol,Blanca
136853,Polemoniaceae,Linanthus,Arbusto,Blanca
132224,Rubiaceae,Hedyotis,Árbol,Blanca
89902,Cactaceae,Opuntia,Arbusto,Amarilla
139730,Solanaceae,Physalis,Arbusto,Rosa
138293,Solanaceae,Lycium,Árbol,Rosa
102146,Acanthaceae,Justicia,Árbol,Anaranjadas
121583,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
44096,Selaginellaceae,Selaginella,Árbol,Blanca
108795,Scrophulariaceae,Buddleja,Arbusto,Lila
80126,Amaranthaceae,Atriplex,Arbusto,Blanca
82350,Amaranthaceae,Iresine,Árbol,Blanca
80954,Amaranthaceae,Atriplex,Árbol,Blanca
97673,Apocynaceae,Matelea,Arbusto,Amarilla
139360,Solanaceae,Physalis,Arbusto,Rosa
93663,Portulacaceae,Calandrinia,Arbusto,Blanca
124653,Plantaginaceae,Penstemon,Árbol,Azul-purpúrea
97789,Apocynaceae,Matelea,Arbusto,Amarilla
130235,Rhamnaceae,Ziziphus,Arbusto,Blanca
113331,Euphorbiaceae,Euphorbia,Árbol,Verde
76202,Boraginaceae,Tournefortia,Arbusto,Blanca
129586,Rhamnaceae,Karwinskia,Árbol,Blanca
90407,Cactaceae,Opuntia,Arbusto,Anaranjadas
124542,Plantaginaceae,Penstemon,Árbol,Azul
72613,Boraginaceae,Amsinckia,Árbol,Amarilla
131260,Rosaceae,Vauquelinia,Árbol,Blanca
126539,Polygonaceae,Eriogonum,Arbusto,Blanca
84929,Cactaceae,Echinocereus,Arbusto,Magenta
139731,Solanaceae,Physalis,Arbusto,Rosa
6523,Commelinaceae,Commelina,Árbol,Azul
134195,Anacardiaceae,Rhus,Arbusto,Blanca
137975,Solanaceae,Lycium,Árbol,Rosa
88388,Cactaceae,Opuntia,Arbusto,Rosa
101852,Acanthaceae,Justicia,Árbol,Roja
92099,Nyctaginaceae,Acleisanthes,Árbol,Amarilla
95009,Apocynaceae,Asclepias,Árbol,Blanca
1976,Asparagaceae,Agave,Árbol,Amarillenta
100351,Acanthaceae,Carlowrightia,Árbol,Blanca
130312,Rhizophoraceae,Rhizophora,Arbusto,Blanca
119216,Malvaceae,Gossypium,Arbusto,Amarilla
94912,Apocynaceae,Asclepias,Árbol,Roja
110808,Euphorbiaceae,Croton,Arbusto,Blanca
124579,Plantaginaceae,Penstemon,Árbol,Azul
8504,Cyperaceae,Cyperus,Árbol,Amarillenta
94259,Sapotaceae,Sideroxylon,Árbol,Lavanda
80694,Amaranthaceae,Atriplex,Arbusto,Verde
103945,Lamiaceae,Clinopodium,Arbusto,Roja
82854,Amaranthaceae,Tidestromia,Árbol,Verde
86013,Cactaceae,Ferocactus,Arbusto,Amarilla
77610,Brassicaceae,Sibara,Árbol,Lila
120136,Malvaceae,Horsfordia,Arbusto,Rosa
86977,Cactaceae,Mammillaria,Arbusto,Magenta
106613,Lamiaceae,Stachys,Árbol,Roja
74582,Boraginaceae,Heliotropium,Árbol,Blanca
107439,Oleaceae,Menodora,Árbol,Amarilla
118715,Malvaceae,Abutilon,Arbusto,Blanca
92372,Nyctaginaceae,Allionia,Árbol,Amarilla
6920,Commelinaceae,Gibasis,Árbol,Azul
114556,Euphorbiaceae,Euphorbia,Árbol,Blanca
106669,Lamiaceae,Stachys,Arbusto,Lila
88826,Cactaceae,Opuntia,Arbusto,Amarilla
116025,Euphorbiaceae,Jatropha,Arbusto,Roja
135470,Rutaceae,Helietta,Árbol,Lavanda
94659,Apocynaceae,Asclepias,Árbol,Morada
134184,Anacardiaceae,Rhus,Arbusto,Blanca
90364,Cactaceae,Opuntia,Arbusto,Anaranjadas
10101,Iridaceae,Sisyrinchium,Árbol,Morada
95043,Apocynaceae,Asclepias,Árbol,Verde
8229,Cyperaceae,Cyperus,Árbol,Amarillenta
89117,Cactaceae,Opuntia,Arbusto,Amarilla
137353,Solanaceae,Chamaesaracha,Árbol,Roja
76623,Brassicaceae,Eruca,Árbol,Blanca
123716,Plantaginaceae,Antirrhinum,Arbusto,Azul
139780,Solanaceae,Physalis,Arbusto,Rosa
121352,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
117598,Phyllanthaceae,Phyllanthus,Árbol,Azul
110762,Euphorbiaceae,Croton,Arbusto,Blanca
91543,Cactaceae,Stenocereus,Árbol,Blanca
117541,Phyllanthaceae,Phyllanthus,Árbol,Azul
119570,Malvaceae,Hibiscus,Arbusto,Blanca
80527,Amaranthaceae,Atriplex,Arbusto,Verde
112042,Euphorbiaceae,Ditaxis,Árbol,Blanca
2151,Asparagaceae,Agave,Árbol,Amarillenta
114673,Euphorbiaceae,Euphorbia,Árbol,Blanca
106033,Lamiaceae,Salvia,Arbusto,Roja
44657,Apiaceae,Eryngium,Árbol,Blanca
78972,Amaranthaceae,Amaranthus,Árbol,Blanco amarillenta
121119,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
2458,Asparagaceae,Agave,Árbol,Amarillenta
76918,Brassicaceae,Lepidium,Árbol,Blanca
120093,Malvaceae,Horsfordia,Arbusto,Rosa
111461,Euphorbiaceae,Croton,Árbol,Blanca
116485,Euphorbiaceae,Jatropha,Arbusto,Rosa
118020,Salicaceae,Salix,Árbol,Lavanda
9042,Cyperaceae,Fimbristylis,Árbol,Verdosa
138286,Solanaceae,Lycium,Árbol,Rosa
81290,Amaranthaceae,Chenopodium,Árbol,Blanca
119082,Malvaceae,Gossypium,Arbusto,Amarilla
2242,Asparagaceae,Agave,Árbol,Amarillenta
6551,Commelinaceae,Commelina,Árbol,Azul
106338,Lamiaceae,Scutellaria,Árbol,Morada
86621,Cactaceae,Mammillaria,Arbusto,Blanca
77275,Brassicaceae,Nerisyrenia,Árbol,Blanca
115100,Euphorbiaceae,Euphorbia,Árbol,Roja
112394,Euphorbiaceae,Euphorbia,Árbol,Blanca
129349,Rhamnaceae,Condalia,Árbol,Blanca
107993,Orobanchaceae,Castilleja,Árbol,Amarilla
10179,Iridaceae,Tigridia,Árbol,Amarilla
109541,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
100020,Acanthaceae,Carlowrightia,Árbol,Blanca
105838,Lamiaceae,Salvia,Arbusto,Morada
100821,Acanthaceae,Dyschoriste,Árbol,Morada
103841,Lamiaceae,Acanthomintha,Arbusto,Lila
99605,Acanthaceae,Anisacanthus,Árbol,Blanca
140013,Solanaceae,Solanum,Árbol,Rosa
6027,Bromeliaceae,Tillandsia,Árbol,Morada
73151,Boraginaceae,Cordia,Arbusto,Blanca
44395,Apiaceae,Arracacia,Árbol,Blanca
112102,Euphorbiaceae,Euphorbia,Árbol,Blanca
78325,Aizoaceae,Sesuvium,Árbol,Rosa
126931,Polygonaceae,Eriogonum,Arbusto,Blanca
112214,Euphorbiaceae,Euphorbia,Árbol,Blanca
138855,Solanaceae,Nicotiana,Arbusto,Rosa
116542,Euphorbiaceae,Manihot,Arbusto,Verdosa
74312,Boraginaceae,Heliotropium,Árbol,Blanca
116802,Euphorbiaceae,Stillingia,Árbol,Ausente
101923,Acanthaceae,Justicia,Árbol,Morada
134834,Anacardiaceae,Rhus,Arbusto,Blanca
88081,Cactaceae,Opuntia,Arbusto,Amarilla
121236,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
84982,Cactaceae,Echinocereus,Arbusto,Magenta
140651,Solanaceae,Solanum,Árbol,Verde
114092,Euphorbiaceae,Euphorbia,Árbol,Blanca
102176,Acanthaceae,Justicia,Árbol,Anaranjadas
104347,Lamiaceae,Hyptis,Arbusto,Violeta
120368,Malvaceae,Malvastrum,Arbusto,Amarilla
107271,Oleaceae,Fraxinus,Árbol,Amarilla
115115,Euphorbiaceae,Euphorbia,Árbol,Roja
9782,Juncaceae,Juncus,Árbol,Café
137408,Solanaceae,Chamaesaracha,Árbol,Roja
4688,Asparagaceae,Yucca,Árbol,Amarillenta
122029,Onagraceae,Camissoniopsis,Arbusto,Amarilla
136004,Simaroubaceae,Castela,Árbol,Magenta
109424,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
87499,Cactaceae,Mammillaria,Arbusto,Verde
114125,Euphorbiaceae,Euphorbia,Arbusto,Amarilla
83114,Cactaceae,Cephalocereus,Árbol,Blanca
113676,Euphorbiaceae,Euphorbia,Árbol,Blanca
103859,Lamiaceae,Agastache,Árbol,Rosa
95737,Apocynaceae,Asclepias,Árbol,Blanca
78157,Aizoaceae,Carpobrotus,Árbol,Blanco amarillenta
138509,Solanaceae,Lycium,Arbusto,Rosa
122292,Onagraceae,Ludwigia,Árbol,Amarilla
102452,Acanthaceae,Mirandea,Arbusto,Blanca
140262,Solanaceae,Solanum,Árbol,Verde
138851,Solanaceae,Nicotiana,Arbusto,Rosa
108442,Orobanchaceae,Orobanche,Árbol,Amarilla
126013,Polygalaceae,Polygala,Arbusto,Blanca
116779,Euphorbiaceae,Sebastiania,Arbusto,Ausente
105700,Lamiaceae,Salvia,Arbusto,Roja
90360,Cactaceae,Opuntia,Arbusto,Anaranjadas
109036,Scrophulariaceae,Leucophyllum,Árbol,Lila
122128,Onagraceae,Eulobus,Arbusto,Amarilla
9644,Juncaceae,Juncus,Árbol,Café
103410,Acanthaceae,Tetramerium,Árbol,Amarilla
132519,Rubiaceae,Oldenlandia,Árbol,Blanca
92101,Nyctaginaceae,Acleisanthes,Árbol,Amarilla
86507,Cactaceae,Mammillaria,Arbusto,Rosa
125576,Polygalaceae,Polygala,Arbusto,Blanca
139216,Solanaceae,Physalis,Árbol,Rosa
137342,Solanaceae,Chamaesaracha,Árbol,Roja
103747,Bignoniaceae,Tecoma,Árbol,Amarilla
7181,Commelinaceae,Tradescantia,Árbol,Rosa
1021,Amaryllidaceae,Dichelostemma,Árbol,Amarillenta
117022,Euphorbiaceae,Tragia,Árbol,Blanca
2529,Asparagaceae,Agave,Árbol,Amarillenta
116346,Euphorbiaceae,Jatropha,Arbusto,Blanca
114801,Euphorbiaceae,Euphorbia,Árbol,Blanca
88699,Cactaceae,Opuntia,Arbusto,Amarilla
85626,Cactaceae,Ferocactus,Arbusto,Magenta
82328,Amaranthaceae,Iresine,Arbusto,Blanca
4302,Asparagaceae,Nolina,Árbol,Blanco amarillenta
82988,Cactaceae,Ariocarpus,Arbusto,Magenta
123627,Plantaginaceae,Antirrhinum,Arbusto,Azul
106258,Lamiaceae,Salvia,Árbol,Azul
90171,Cactaceae,Opuntia,Arbusto,Amarilla
4427,Asparagaceae,Nolina,Árbol,Amarilla
99443,Oxalidaceae,Oxalis,Árbol,Amarillenta
122514,Onagraceae,Oenothera,Árbol,Amarilla
75726,Boraginaceae,Tiquilia,Árbol,Rosa
78355,Aizoaceae,Sesuvium,Árbol,Blanco amarillenta
100156,Acanthaceae,Carlowrightia,Arbusto,Blanca
77695,Brassicaceae,Sisymbrium,Árbol,Amarilla
86094,Cactaceae,Ferocactus,Arbusto,Roja
99746,Acanthaceae,Anisacanthus,Arbusto,Roja
92638,Nyctaginaceae,Boerhavia,Arbusto,Amarilla
92090,Nyctaginaceae,Acleisanthes,Árbol,Amarilla
129181,Rhamnaceae,Colubrina,Arbusto,Blanca
123027,Onagraceae,Oenothera ,Árbol,Amarilla
127510,Polygonaceae,Harfordia,Árbol,Blanca
1972,Asparagaceae,Agave,Árbol,Amarillenta
44721,Apiaceae,Hydrocotyle,Árbol,Blanca
6292,Commelinaceae,Commelina,Árbol,Azul
97907,Apocynaceae,Matelea,Arbusto,Morada
135608,Rutaceae,Ptelea,Árbol,Lavanda
141529,Tamaricaceae,Tamarix,Árbol,Violeta
127090,Polygonaceae,Eriogonum,Árbol,Blanca
43978,Selaginellaceae,Selaginella,Árbol,Blanca
127076,Polygonaceae,Eriogonum,Árbol,Blanca
73200,Boraginaceae,Cordia,Arbusto,Blanca
129525,Rhamnaceae,Gouania,Arbusto,Blanca
10570,Orchidaceae,Govenia,Árbol,Blanca
3277,Asparagaceae,Beaucarnea,Árbol,Amarilla
88521,Cactaceae,Opuntia,Arbusto,Amarilla
43993,Selaginellaceae,Selaginella,Árbol,Blanca
139305,Solanaceae,Physalis,Árbol,Rosa
130909,Rosaceae,Potentilla,Árbol,Blanca
80007,Amaranthaceae,Atriplex,Arbusto,Blanca
119877,Malvaceae,Hibiscus,Arbusto,Amarilla
136371,Zygophyllaceae,Viscainoa,Arbusto,Blanca
117831,Salicaceae,Populus,Árbol,Lavanda
105327,Lamiaceae,Salvia,Arbusto,Azul
5671,Bromeliaceae,Tillandsia,Árbol,Morada
75615,Boraginaceae,Tiquilia,Árbol,Rosa
6971,Commelinaceae,Thyrsanthemum,Árbol,Rosa
121992,Onagraceae,Camissonia,Arbusto,Amarilla
107533,Oleaceae,Menodora,Arbusto,Amarilla
7125,Commelinaceae,Tradescantia,Árbol,Rosa
5756,Bromeliaceae,Tillandsia,Árbol,Morada
119015,Malvaceae,Callirhoe,Árbol,Café
92483,Nyctaginaceae,Boerhavia,Arbusto,Amarilla
115531,Euphorbiaceae,Euphorbia,Árbol,Blanca
96889,Apocynaceae,Funastrum,Arbusto,Rosa
140174,Solanaceae,Solanum,Árbol,Verde
129224,Rhamnaceae,Colubrina,Árbol,Blanca
97568,Apocynaceae,Marsdenia,Arbusto,Blanca
99931,Acanthaceae,Carlowrightia,Árbol,Blanca
81704,Amaranthaceae,Gomphrena,Árbol,Blanca
3972,Asparagaceae,Dasylirion,Árbol,Blanco amarillenta
133196,Anacardiaceae,Cyrtocarpa,Árbol,Blanca
114865,Euphorbiaceae,Euphorbia,Árbol,Blanca
94195,Sapotaceae,Sideroxylon,Árbol,Lavanda
116085,Euphorbiaceae,Jatropha,Arbusto,Roja
135430,Rutaceae,Helietta,Árbol,Lavanda
81630,Amaranthaceae,Froelichia,Árbol,Blanca
89360,Cactaceae,Opuntia,Arbusto,Amarilla
133353,Anacardiaceae,Malosma,Arbusto,Blanca
121180,Malvaceae,Sphaeralcea,Árbol,Violeta
768,Amaryllidaceae,Allium,Árbol,Rosa
79316,Amaranthaceae,Amaranthus,Árbol,Verde
129028,Rhamnaceae,Colubrina,Árbol,Blanca
74136,Boraginaceae,Cryptantha,Árbol,Blanca
87056,Cactaceae,Mammillaria,Arbusto,Rosa
98219,Apocynaceae,Metastelma,Arbusto,Blanca
10025,Iridaceae,Sisyrinchium,Árbol,Amarilla
78399,Aizoaceae,Sesuvium,Árbol,Blanco amarillenta
75300,Boraginaceae,Pectocarya,Árbol,Blanca
124371,Plantaginaceae,Mecardonia,Árbol,Azul
77181,Brassicaceae,Nerisyrenia,Árbol,Blanca
92753,Nyctaginaceae,Boerhavia,Árbol,Amarilla
103768,Bignoniaceae,Tecoma,Árbol,Amarilla
80124,Amaranthaceae,Atriplex,Arbusto,Blanca
131953,Rubiaceae,Galium,Árbol,Blanca
77346,Brassicaceae,Nerisyrenia,Árbol,Blanca
99132,Apocynaceae,Vallesia,Árbol,Blanca
85497,Cactaceae,Ferocactus,Arbusto,Amarilla
7409,Cyperaceae,Bulbostylis,Árbol,Café
10336,Orchidaceae,Bletia,Árbol,Blanca
11260,Potamogetonaceae,Potamogeton,Árbol,Verde
6449,Commelinaceae,Commelina,Árbol,Azul
135093,Rutaceae,Amyris,Árbol,Blanca
105577,Lamiaceae,Salvia,Árbol,Morada
72602,Bataceae,Batis,Arbusto,Blanca
141076,Moraceae,Ficus,Arbusto,Amarilla
78940,Amaranthaceae,Amaranthus,Árbol,Blanco amarillenta
116562,Euphorbiaceae,Manihot,Arbusto,Blanca
91776,Nyctaginaceae,Abronia,Árbol,Amarilla
99540,Platanaceae,Platanus,Árbol,Blanca
88511,Cactaceae,Opuntia,Arbusto,Amarilla
645,Arecaceae,Washingtonia,Árbol,Crema
106728,Lamiaceae,Teucrium,Arbusto,Blanca
138206,Solanaceae,Lycium,Arbusto,Rosa
137875,Solanaceae,Lycianthes,Árbol,Roja
95308,Apocynaceae,Asclepias,Arbusto,Blanca
346,Arecaceae,Brahea,Árbol,Amarillenta
2761,Asparagaceae,Agave,Árbol,Amarillenta
122081,Onagraceae,Epilobium,Arbusto,Amarilla
99800,Acanthaceae,Anisacanthus,Árbol,Blanca
80472,Amaranthaceae,Atriplex,Arbusto,Blanca
92557,Nyctaginaceae,Boerhavia,Arbusto,Amarilla
137461,Solanaceae,Datura,Árbol,Roja
119349,Malvaceae,Herissantia,Arbusto,Amarilla
5298,Bromeliaceae,Hechtia,Árbol,Amarillenta
82925,Basellaceae,Anredera,Árbol,Blanca
100385,Acanthaceae,Carlowrightia,Árbol,Blanca
78320,Aizoaceae,Sesuvium,Árbol,Rosa
110440,Euphorbiaceae,Croton,Arbusto,Blanca
137827,Solanaceae,Hunzikeria,Árbol,Roja
104452,Lamiaceae,Hyptis,Arbusto,Violeta
89569,Cactaceae,Opuntia,Arbusto,Amarilla
83365,Cactaceae,Coryphantha,Arbusto,Rosa
110657,Euphorbiaceae,Croton,Árbol,Blanca
86674,Cactaceae,Mammillaria,Arbusto,Rosa
80291,Amaranthaceae,Atriplex,Arbusto,Verde
102206,Acanthaceae,Justicia,Árbol,Blanca
138217,Solanaceae,Lycium,Arbusto,Rosa
107588,Oleaceae,Menodora,Árbol,Amarilla
81554,Amaranthaceae,Dicraurus,Árbol,Blanca
108522,Orobanchaceae,Seymeria,Árbol,Amarilla
122123,Onagraceae,Eulobus,Arbusto,Amarilla
77272,Brassicaceae,Nerisyrenia,Árbol,Blanca
72641,Boraginaceae,Amsinckia,Árbol,Amarilla
106839,Lamiaceae,Teucrium,Arbusto,Blanca
136729,Polemoniaceae,Ipomopsis,Arbusto,Blanca
130692,Rosaceae,Drymocallis,Arbusto,Blanca
731,Amaryllidaceae,Allium,Árbol,Rosa
139371,Solanaceae,Physalis,Arbusto,Rosa
127291,Polygonaceae,Eriogonum,Árbol,Blanca
96475,Apocynaceae,Cascabela,Árbol,Amarilla
108984,Scrophulariaceae,Leucophyllum,Arbusto,Lila
113869,Euphorbiaceae,Euphorbia,Árbol,Blanca
43971,Selaginellaceae,Selaginella,Árbol,Blanca
114252,Euphorbiaceae,Euphorbia,Arbusto,Amarilla
79258,Amaranthaceae,Amaranthus,Árbol,Verde
93719,Portulacaceae,Cistanthe,Arbusto,Blanca
90871,Cactaceae,Pachycereus,Árbol,Blanca
120889,Malvaceae,Sida,Árbol,Amarilla
133259,Anacardiaceae,Cyrtocarpa,Árbol,Blanca
126752,Polygonaceae,Eriogonum,Arbusto,Blanca
129485,Rhamnaceae,Condalia,Árbol,Blanca
